,Source,Text,FAQ item,FAQ link
2697,T5 Augmentation April 2021,"I ordered my first coat then one scarf. However in my case the scarf was a dresser, not the bag. I bought the same instead of the bag I ordered. Why?","I'm missing an item from my order, what do I do?",https://www.asos.com/customer-care/order-issues/im-missing-an-item-from-my-order-what-do-i-do/
2698,T5 Augmentation April 2021,I ordered a scarf and a coat but received only one. I don't know how many I'm going to order?,"I'm missing an item from my order, what do I do?",https://www.asos.com/customer-care/order-issues/im-missing-an-item-from-my-order-what-do-i-do/
2699,T5 Augmentation April 2021,"I ordered a coat and a scarf but I only received one of them. I received one of them inside the mail but the other one, a broken button, was not coming. I can't splurge on them in any way.","I'm missing an item from my order, what do I do?",https://www.asos.com/customer-care/order-issues/im-missing-an-item-from-my-order-what-do-i-do/
2700,T5 Augmentation April 2021,"I ordered 2 coats and a scarf, and I received both, but I am not pleased with what I got. I ordered one extra coat and I have only one extra scarf.","I'm missing an item from my order, what do I do?",https://www.asos.com/customer-care/order-issues/im-missing-an-item-from-my-order-what-do-i-do/
2701,T5 Augmentation April 2021,I received only one of the items I ordered. I ordered one coat and one scarf. I didn't receive the other.,"I'm missing an item from my order, what do I do?",https://www.asos.com/customer-care/order-issues/im-missing-an-item-from-my-order-what-do-i-do/
2702,T5 Augmentation April 2021,My order has been delivered but my delivery address doesn't exist. What could be the reason?,"I'm missing an item from my order, what do I do?",https://www.asos.com/customer-care/order-issues/im-missing-an-item-from-my-order-what-do-i-do/
2703,T5 Augmentation April 2021,What is going on with my order which wasn't delivered?,"I'm missing an item from my order, what do I do?",https://www.asos.com/customer-care/order-issues/im-missing-an-item-from-my-order-what-do-i-do/
2704,T5 Augmentation April 2021,My order is not delivered what is going on?,"I'm missing an item from my order, what do I do?",https://www.asos.com/customer-care/order-issues/im-missing-an-item-from-my-order-what-do-i-do/
2705,T5 Augmentation April 2021,"It seems my order won't be delivered, what is wrong with it?","I'm missing an item from my order, what do I do?",https://www.asos.com/customer-care/order-issues/im-missing-an-item-from-my-order-what-do-i-do/
2706,T5 Augmentation April 2021,When something happened to your order you have notified the delivery company. How do you claim it?,"I'm missing an item from my order, what do I do?",https://www.asos.com/customer-care/order-issues/im-missing-an-item-from-my-order-what-do-i-do/
2707,T5 Augmentation April 2021,What are your questions regarding my order being late?,"I'm missing an item from my order, what do I do?",https://www.asos.com/customer-care/order-issues/im-missing-an-item-from-my-order-what-do-i-do/
2708,T5 Augmentation April 2021,"My order wasn't delivered, whats wrong?","I'm missing an item from my order, what do I do?",https://www.asos.com/customer-care/order-issues/im-missing-an-item-from-my-order-what-do-i-do/
2709,T5 Augmentation April 2021,How can I reorder an order for it to be delivered on time?,"I'm missing an item from my order, what do I do?",https://www.asos.com/customer-care/order-issues/im-missing-an-item-from-my-order-what-do-i-do/
2710,T5 Augmentation April 2021,My order was not delivered.What is up with the courier?,"I'm missing an item from my order, what do I do?",https://www.asos.com/customer-care/order-issues/im-missing-an-item-from-my-order-what-do-i-do/
2711,T5 Augmentation April 2021,How can I claim that my order isn't sent?,"I'm missing an item from my order, what do I do?",https://www.asos.com/customer-care/order-issues/im-missing-an-item-from-my-order-what-do-i-do/
2712,T5 Augmentation April 2021,How do I find out my order details?,"I'm missing an item from my order, what do I do?",https://www.asos.com/customer-care/order-issues/im-missing-an-item-from-my-order-what-do-i-do/
2713,T5 Augmentation April 2021,How do I find out who placed an order?,"I'm missing an item from my order, what do I do?",https://www.asos.com/customer-care/order-issues/im-missing-an-item-from-my-order-what-do-i-do/
2714,T5 Augmentation April 2021,Where is my order located?,"I'm missing an item from my order, what do I do?",https://www.asos.com/customer-care/order-issues/im-missing-an-item-from-my-order-what-do-i-do/
2715,T5 Augmentation April 2021,How do I find out what order I placed in Q2?,"I'm missing an item from my order, what do I do?",https://www.asos.com/customer-care/order-issues/im-missing-an-item-from-my-order-what-do-i-do/
2716,T5 Augmentation April 2021,How can I find out where I am at on an order?,"I'm missing an item from my order, what do I do?",https://www.asos.com/customer-care/order-issues/im-missing-an-item-from-my-order-what-do-i-do/
2717,T5 Augmentation April 2021,How can I see my latest order number?,"I'm missing an item from my order, what do I do?",https://www.asos.com/customer-care/order-issues/im-missing-an-item-from-my-order-what-do-i-do/
2718,T5 Augmentation April 2021,Where is my order?,"I'm missing an item from my order, what do I do?",https://www.asos.com/customer-care/order-issues/im-missing-an-item-from-my-order-what-do-i-do/
2719,T5 Augmentation April 2021,How can I find out where was my order?,"I'm missing an item from my order, what do I do?",https://www.asos.com/customer-care/order-issues/im-missing-an-item-from-my-order-what-do-i-do/
2720,T5 Augmentation April 2021,How do I know where I received my inbox order?,"I'm missing an item from my order, what do I do?",https://www.asos.com/customer-care/order-issues/im-missing-an-item-from-my-order-what-do-i-do/
2721,T5 Augmentation April 2021,I have an order sent to people but I dont know about the places I placed it. How can I find the place?,"I'm missing an item from my order, what do I do?",https://www.asos.com/customer-care/order-issues/im-missing-an-item-from-my-order-what-do-i-do/
2722,T5 Augmentation April 2021,What should I do if I missed something in my order?,"I'm missing an item from my order, what do I do?",https://www.asos.com/customer-care/order-issues/im-missing-an-item-from-my-order-what-do-i-do/
2723,T5 Augmentation April 2021,Is it possible to find an item that you've ordered yet to be found in your shop?,"I'm missing an item from my order, what do I do?",https://www.asos.com/customer-care/order-issues/im-missing-an-item-from-my-order-what-do-i-do/
2724,T5 Augmentation April 2021,What can I do if I am missing an item on my orders?,"I'm missing an item from my order, what do I do?",https://www.asos.com/customer-care/order-issues/im-missing-an-item-from-my-order-what-do-i-do/
2725,T5 Augmentation April 2021,I am missing a product in my catalog. what should I do?,"I'm missing an item from my order, what do I do?",https://www.asos.com/customer-care/order-issues/im-missing-an-item-from-my-order-what-do-i-do/
2726,T5 Augmentation April 2021,What can I do if I am missing a product from my order?,"I'm missing an item from my order, what do I do?",https://www.asos.com/customer-care/order-issues/im-missing-an-item-from-my-order-what-do-i-do/
2727,T5 Augmentation April 2021,I miss an item in my order what should I do?,"I'm missing an item from my order, what do I do?",https://www.asos.com/customer-care/order-issues/im-missing-an-item-from-my-order-what-do-i-do/
2728,T5 Augmentation April 2021,What should I do if an item is missing from my order?,"I'm missing an item from my order, what do I do?",https://www.asos.com/customer-care/order-issues/im-missing-an-item-from-my-order-what-do-i-do/
2729,T5 Augmentation April 2021,I have an incomplete order. What should I do?,"I'm missing an item from my order, what do I do?",https://www.asos.com/customer-care/order-issues/im-missing-an-item-from-my-order-what-do-i-do/
2730,T5 Augmentation April 2021,What should I do if I'm missing an item that's already on my order?,"I'm missing an item from my order, what do I do?",https://www.asos.com/customer-care/order-issues/im-missing-an-item-from-my-order-what-do-i-do/
